,Artist Name,Track Name,ms Played,Listen Count,Key,Tempo,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Liked
20310,Town Royals,Heartless City,187124,1,1,158.83,0.443,0.729,-7.63,0.0558,0.00247,0.0834,0.228,False
20311,Our Lady Peace,Potato Girl,267640,2,1,167.641,0.417,0.831,-5.81,0.0839,0.0733,0.109,0.34,False
20312,Evergrey,Forever Outsider,249480,5,9,112.523,0.474,0.986,-5.753,0.103,2.98e-06,0.0833,0.163,False
20313,DYLYN,Something to Lose,176680,3,0,84.046,0.531,0.693,-5.656,0.0275,0.0325,0.115,0.574,False
20314,BABYMETAL,"Ijime, Dame, Zettai - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW",667715,1,1,159.889,0.217,0.929,-7.286,0.117,0.000118,0.937,0.107,False
20315,Bilmuri,FLUORIDEINTHEHARDSELTZERWATER,209880,1,10,168.044,0.483,0.854,-5.254,0.0699,0.02,0.358,0.34,False
20316,The Barr Brothers,Even the Darkness Has Arms,230518,2,11,101.313,0.508,0.652,-13.102,0.0429,0.813,0.29,0.746,False
20317,Major Lazer,Roll the Bass,225999,2,1,150.045,0.573,0.941,-3.593,0.0483,0.0254,0.182,0.624,False
20318,Isabella Celander,Use Somebody - Acoustic Version,186660,1,0,125.862,0.57,0.271,-11.334,0.0304,0.82,0.108,0.273,False
20319,Carlos Vives,Volví a Nacer (feat. Maluma),64733,1,5,98.051,0.765,0.78,-6.566,0.0797,0.214,0.108,0.735,False
20320,FLETCHER,I Fall Apart - Recorded At Electric Lady Studios NYC,231629,2,1,75.959,0.447,0.4,-8.462,0.0285,0.159,0.153,0.164,False
20321,Dave Matthews Band,Crash into Me,316466,1,4,101.1,0.541,0.677,-10.764,0.0373,0.122,0.0938,0.555,False
20322,Rews,Your Tears,181920,1,4,77.021,0.549,0.773,-5.524,0.0544,0.000117,0.335,0.653,False
20323,Dayshell,Master Of Making,227666,1,11,103.037,0.516,0.958,-4.082,0.0639,0.000176,0.088,0.306,False
20324,Linkin Park,What I've Done - One More Light Live,273440,2,5,119.994,0.531,0.859,-6.138,0.0383,0.000509,0.963,0.29,False
20325,Us The Duo,Never Gonna Leave You,195533,1,6,135.002,0.743,0.867,-5.05,0.0351,0.156,0.339,0.761,False
20326,Glee Cast,Don't Stop Believin' (Glee Cast Version) - Cover of Journey,232000,1,7,123.848,0.473,0.604,-4.034,0.0337,0.0376,0.103,0.271,False
20327,Knife Party,Rage Valley,299374,1,3,128.162,0.434,0.962,-2.89,0.126,0.0003,0.105,0.226,False
20328,Matilda,Anyone Else (feat. Dagny),201243,1,0,99.979,0.685,0.634,-7.474,0.0656,0.0143,0.247,0.356,False
20329,Les Friction,Who Will Save You Now,342500,3,10,119.976,0.218,0.462,-9.576,0.0557,0.39,0.0994,0.08,False
20330,Mark Ronson,Feel Right (feat. Mystikal),222546,1,11,110.177,0.861,0.784,-5.855,0.0722,0.0763,0.0275,0.863,False
20331,Chantal Claret,Tiny Violin,1210,2,1,120.08,0.608,0.798,-3.702,0.0391,0.00959,0.61,0.585,False
20332,Kid Kapichi,2019,189013,1,10,132.988,0.519,0.852,-4.329,0.0532,0.000493,0.0966,0.384,False
20333,Ariana Grande,My Everything,168520,2,11,61.975,0.54,0.265,-5.307,0.0297,0.88,0.131,0.423,False
20334,Dream on Dreamer,Regrets,261429,2,11,99.99,0.528,0.594,-6.654,0.024,0.429,0.107,0.22,False
20335,Mitski,Your Best American Girl,212183,2,7,76.972,0.36,0.257,-9.655,0.0315,0.0159,0.226,0.13,False
20336,Ed Sheeran,I See Fire,299146,1,6,76.031,0.641,0.176,-11.692,0.0349,0.638,0.252,0.297,False
20337,Aperture Science Psychoacoustic Laboratories,You Can't Escape You Know,107946,1,10,119.996,0.806,0.982,-6.837,0.0464,0.00144,0.104,0.521,False
20338,The Smiths,Bigmouth Strikes Again - 2017 Master,191920,1,1,134.892,0.399,0.904,-4.607,0.041,0.0474,0.532,0.879,False
20339,Mike Ault,When the Lights Come On - Instrumental,354124,1,9,125.999,0.57,0.796,-7.249,0.046,0.00487,0.0621,0.135,False
20340,Rivals,Why,274714,1,5,140.038,0.418,0.844,-2.943,0.0399,0.00145,0.297,0.327,False
20341,Dream State,Chapters,234124,1,6,114.967,0.532,0.667,-7.142,0.038,0.0227,0.0859,0.19,False
20342,Angèle,Tout oublier,202120,1,11,105.005,0.692,0.542,-7.9,0.197,0.493,0.247,0.285,False
20343,Rosie Ugly,Bad Dog,217102,1,9,93.982,0.654,0.617,-10.702,0.0433,0.0476,0.0926,0.592,False
20344,Megan Nicole,Born This Way,243664,1,11,131.052,0.677,0.339,-10.69,0.0425,0.175,0.313,0.144,False
20345,Deftones,Sextape,241533,1,5,89.981,0.367,0.634,-6.475,0.027,0.000824,0.116,0.0964,False
20346,Art Pepper,Groovin' High,203066,1,0,106.148,0.658,0.505,-9.396,0.0541,0.758,0.063,0.742,False
20347,Colbie Caillat,Live It Up,218480,1,1,93.013,0.654,0.726,-5.239,0.0452,0.00611,0.074,0.422,False
20348,Asking Alexandria,Antisocialist - Unplugged,212620,1,2,129.989,0.671,0.466,-8.044,0.0372,0.0301,0.0455,0.443,False
20349,Marmozets,Hit the Wave,216600,1,2,151.959,0.344,0.917,-3.662,0.107,0.00022,0.126,0.209,False
20350,PinkPantheress,Just for me,115800,1,0,133.035,0.796,0.625,-7.218,0.0645,0.653,0.187,0.641,False
20351,Death Cab for Cutie,Blue Bloods,340621,1,7,91.058,0.468,0.755,-3.684,0.0377,0.047,0.162,0.196,False
20352,Issues,Slow Me Down,244160,1,4,107.976,0.598,0.983,-3.676,0.0969,0.0234,0.154,0.338,False
20353,Third Eye Blind,Thanks a Lot,297626,1,2,81.684,0.44,0.812,-7.143,0.0311,0.0157,0.108,0.436,False
20354,Halocene,Hail to the King,306000,1,4,118.007,0.479,0.961,-3.485,0.08,0.000523,0.15,0.392,False
20355,Paul Simon,Graceland - MK & KC Lights Remix,164389,1,9,121.983,0.66,0.789,-7.387,0.045,0.00281,0.0596,0.423,False
20356,Sleeping With Sirens,Legends,222680,3,0,177.019,0.469,0.872,-5.155,0.0451,0.0116,0.0748,0.413,False
20357,Blackfield,Blackfield - Remastered,261914,1,11,82.008,0.48,0.696,-7.989,0.0278,0.000517,0.0595,0.0829,False
20358,Skillet,Awake and Alive,209493,1,4,159.932,0.434,0.939,-2.983,0.0593,0.0425,0.491,0.569,False
20359,Édith Piaf,La Vie en rose,187733,1,7,82.331,0.371,0.278,-8.596,0.0303,0.981,0.272,0.338,False
20360,Joy Williams,Venus (Acoustic),261920,1,7,76.853,0.458,0.179,-9.78,0.0362,0.902,0.0984,0.176,False
20361,Don McLean,Vincent,243493,1,7,91.509,0.419,0.085,-19.387,0.0362,0.908,0.34,0.458,False
20362,Blomst,Bare Ha,112255,1,6,104.936,0.553,0.91,-5.802,0.0457,0.0308,0.281,0.823,False
20363,Alice Pisano,Celebrate Life,235236,1,8,99.157,0.442,0.39,-7.916,0.0285,0.181,0.127,0.247,False
20364,Led Zeppelin,Nobody's Fault but Mine - Remaster,134954,1,9,93.236,0.278,0.767,-9.454,0.0736,0.0571,0.221,0.439,False
20365,Paul Haslinger,Make It Right,106564,1,4,108.955,0.432,0.192,-25.734,0.0383,0.826,0.0829,0.0909,False
20366,μ's,るてしキスキしてる,333453,1,0,128.014,0.61,0.938,-4.829,0.0362,0.039,0.0669,0.628,False
20367,Modestep,Feel Alive,269996,4,9,173.826,0.543,0.916,-3.329,0.187,0.000928,0.125,0.555,False
20368,Grouplove,Flowers - Bonus Track,254029,1,5,206.011,0.31,0.923,-4.389,0.164,0.000649,0.355,0.398,False
20369,A Perfect Circle,"Peace, Love, and Understanding (Live)",286877,1,9,124.015,0.551,0.806,-7.192,0.0334,0.0141,0.918,0.45,False
20370,Foals,Give It All,287213,1,4,118.037,0.494,0.566,-8.116,0.0328,0.141,0.146,0.142,False
20371,Johnny Stranger,Follow in My Footsteps,348554,2,5,86.129,0.287,0.67,-6.794,0.0349,0.000364,0.148,0.196,False
20372,Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",115310,1,0,109.988,0.88,0.662,-5.766,0.304,0.205,0.227,0.726,False
20373,Pearl Jam,Smile,231813,4,7,156.396,0.442,0.835,-7.041,0.0295,0.00462,0.169,0.683,False
20374,Afterglow,Black Hole,207238,2,7,90.369,0.26,0.901,-5.871,0.051,1.6e-05,0.314,0.218,False
20375,Future Royalty,Throw Me to the Wolves,235833,1,0,144.095,0.657,0.419,-10.05,0.0661,0.202,0.105,0.535,False
20376,A Perfect Circle,Hollow - Constantly Consuming Mix,220173,1,1,120.01,0.55,0.472,-8.079,0.0296,0.787,0.151,0.289,False
20377,Dream on Dreamer,Stay,234109,1,10,92.135,0.408,0.964,-3.106,0.111,0.00818,0.102,0.363,False
20378,Tantric,I Don't Care,221693,1,11,93.975,0.484,0.807,-5.663,0.0365,0.0243,0.257,0.677,False
20379,Scott Hoying,Blowin' in the Wind,101896,1,7,72.544,0.311,0.148,-11.029,0.0307,0.916,0.131,0.191,False
20380,Fleetwood Mac,Songbird - 2004 Remaster,200813,1,5,184.298,0.389,0.0851,-15.477,0.0346,0.982,0.101,0.364,False
20381,McCoy Tyner,When Sunny Gets Blue,282320,1,2,60.484,0.427,0.114,-22.546,0.0509,0.843,0.0966,0.114,False
20382,Isaac Dunbar,intimate moments,210506,1,2,129.895,0.514,0.648,-6.17,0.0411,0.0148,0.119,0.452,False
20383,Avicii,Broken Arrows,232760,1,7,115.973,0.63,0.666,-7.186,0.045,0.0481,0.104,0.288,False
20384,OSI,Communicant,227866,1,4,136.045,0.635,0.458,-12.274,0.0287,0.0751,0.0889,0.135,False
20385,SZA,Love Galore (feat. Travis Scott),6370,1,0,135.002,0.795,0.594,-6.2,0.0748,0.112,0.162,0.409,False
20386,Akano,"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"") - Remix",96009,2,7,135.119,0.569,0.65,-5.582,0.0279,0.0757,0.346,0.16,False
20387,Flyleaf,New Horizons,189613,1,2,109.974,0.528,0.943,-3.368,0.043,0.00412,0.546,0.515,False
20388,Why Don't We,What Am I,184665,1,0,163.862,0.614,0.647,-4.681,0.0524,0.0687,0.104,0.368,False
20389,Trees of Eternity,Broken Mirror,355960,5,0,115.134,0.508,0.667,-7.775,0.0313,0.00064,0.156,0.144,False
20390,Pearl Jam,World Wide Suicide,207346,4,7,147.007,0.474,0.959,-3.865,0.0748,0.000272,0.282,0.721,False
20391,Megan Davies,Gimme (Acoustic),183000,3,6,100.048,0.733,0.292,-14.602,0.0547,0.506,0.0839,0.674,False
20392,Vast,That's My Boy,234480,1,7,96.019,0.435,0.779,-5.246,0.0331,0.00796,0.271,0.287,False
20393,Tony Bennett,"Moonglow - Live at Sony Studios, New York City, NY - April 1994",453997,1,3,74.019,0.388,0.243,-19.477,0.128,0.644,0.38,0.491,False
20394,Killswitch Engage,Be One,211386,1,8,90.145,0.259,0.978,-2.412,0.109,2.28e-05,0.316,0.251,False
20395,bdrmm,Momo,215073,1,7,139.989,0.529,0.757,-7.328,0.0283,0.072,0.428,0.162,False
20396,Shearwater,I Was A Cloud,312866,1,7,124.835,0.51,0.0968,-22.975,0.036,0.949,0.0652,0.251,False
20397,Andrew Baena,Hollywood's Bleeding,157623,2,4,134.062,0.347,0.898,-4.583,0.0519,0.000184,0.35,0.127,False
20398,Guns N' Roses,Sweet Child O' Mine,356066,1,6,125.303,0.446,0.952,-5.321,0.0523,0.0901,0.112,0.624,False
20399,Korn,Earache My Eye,386560,1,4,86.006,0.37,0.589,-9.423,0.133,0.00129,0.868,0.31,False
20400,Hail Your Highness,SoftBoy,219428,5,6,124.978,0.6,0.616,-10.244,0.0345,0.0437,0.131,0.31,False
20401,Atlas,Aika,208500,1,1,139.907,0.497,0.781,-5.977,0.032,0.00188,0.259,0.256,False
20402,HUNNY,La Belle Femme,187880,1,9,122.979,0.605,0.859,-3.859,0.0414,0.00282,0.202,0.389,False
20403,高坂穂乃果(CV.新田恵海),ススメ→トゥモロウ,274946,1,8,92.869,0.299,0.899,-3.479,0.0426,0.0025,0.0426,0.397,False
20404,Ira Wolf,Waves,194013,1,9,71.929,0.485,0.352,-6.53,0.0313,0.73,0.092,0.118,False
20405,LICK,BODY,3020,1,9,170.046,0.488,0.674,-6.344,0.0729,0.0129,0.125,0.37,False
20406,Dexter Gordon,I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition/Remastered 1999,322000,1,3,120.71,0.524,0.222,-8.967,0.0346,0.907,0.0544,0.325,False
20407,Billy Howerdel,Free And Weightless,222186,3,8,110.969,0.578,0.834,-5.28,0.0352,0.0101,0.352,0.456,False
20408,The 69 Eyes,Two Horns Up,237908,1,10,159.975,0.388,0.956,-5.56,0.0711,0.000422,0.137,0.46,False
20409,Crimson Apple,Who Knows,181360,2,5,163.892,0.558,0.799,-3.872,0.0669,0.262,0.275,0.613,False
20410,Shawn Mendes,If I Can't Have You,22490,2,2,123.911,0.692,0.809,-4.198,0.0602,0.524,0.147,0.864,False
20411,Jye,You on My Mind,150857,1,8,105.044,0.908,0.221,-13.182,0.0612,0.28,0.104,0.329,False
20412,Brenda Holloway,Every Little Bit Hurts,177447,1,0,143.863,0.412,0.509,-7.058,0.0294,0.572,0.09,0.321,False
20413,R.A. The Rugged Man,All My Heroes Are Dead (The Introduction),152600,1,1,78.792,0.648,0.759,-6.154,0.337,0.432,0.319,0.743,False
20414,MØL,Vakuum,260500,1,5,199.824,0.16,0.969,-4.598,0.114,1.32e-05,0.243,0.0715,False
20415,Delilah Montagu,Loud - Guitar Version,231812,1,6,92.876,0.414,0.233,-9.255,0.0416,0.68,0.13,0.0783,False
20416,Jeroan Drive,Honour the Code,164625,1,8,95.015,0.494,0.96,-5.216,0.15,3.54e-05,0.373,0.188,False
20417,JoJo,Comeback (feat. Tory Lanez and 30 Roc),175251,1,8,122.65,0.616,0.537,-7.719,0.139,0.0932,0.107,0.465,False
20418,The Regrettes,I Dare You,170832,1,1,203.995,0.509,0.883,-3.206,0.0529,0.00681,0.0471,0.863,False
20419,Killswitch Engage,Reckoning,160960,1,8,111.032,0.479,0.992,-2.977,0.105,1.82e-05,0.381,0.356,False
20420,A Perfect Circle,Crimes,154960,1,6,118.794,0.735,0.724,-17.229,0.0719,0.213,0.106,0.146,False
20421,Kina Grannis,See You Again,177628,1,10,143.668,0.588,0.366,-10.189,0.0615,0.906,0.249,0.219,False
20422,Justine Skye,Collide (feat. Tyga),260169,1,11,139.881,0.571,0.309,-9.864,0.0565,0.0911,0.215,0.133,False
20423,A Story Told,Feel Bad,266671,1,4,123.032,0.571,0.97,-4.775,0.107,0.00327,0.385,0.236,False
20424,The Nearly Deads,Watch Your Back,214365,1,7,118.011,0.591,0.959,-4.375,0.0523,0.000948,0.0894,0.601,False
20425,The Maine,If Your Light Goes Out,177101,2,7,152.02,0.56,0.684,-5.139,0.0369,0.0554,0.104,0.399,False
20426,Gryffin,Bye Bye (feat. Ivy Adara) - Acoustic/The Gravity Sessions,184891,1,4,141.853,0.513,0.49,-3.745,0.0322,0.629,0.0819,0.275,False
20427,Carly Rae Jepsen,Feels Right,163133,1,0,95.84,0.686,0.716,-4.184,0.107,0.114,0.0863,0.798,False
20428,Janine,Hold Me,215541,1,3,117.999,0.609,0.353,-8.71,0.0352,0.444,0.114,0.104,False
20429,Sara Farell,For a Better Day - Acoustic Version,150045,2,5,133.213,0.44,0.138,-11.635,0.0336,0.974,0.092,0.141,False
20430,Telltale,Won't Be Me,200077,1,1,178.946,0.453,0.871,-6.016,0.0428,0.00165,0.165,0.631,False
20431,Eliza Grace,Long Suffering,154231,1,11,62.396,0.401,0.447,-7.772,0.0295,0.398,0.119,0.116,False
20432,Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),255189,1,8,98.989,0.859,0.658,-4.481,0.192,0.0326,0.0651,0.538,False
20433,[SEBELL],Island,202048,2,0,113.99,0.709,0.798,-5.757,0.0411,0.366,0.11,0.614,False
20434,Sophie Hunger,Train People,153460,1,10,133.322,0.449,0.0291,-19.283,0.0394,0.992,0.105,0.172,False
20435,Killswitch Engage,This Fire,189666,2,7,140.018,0.447,0.993,-3.022,0.111,1.56e-05,0.474,0.108,False
20436,Grouplove,Scratch,205733,1,8,179.557,0.28,0.772,-4.212,0.0487,0.00273,0.266,0.212,False
20437,Spidergawd,Ritual Supernatural,250134,3,0,161.95,0.186,0.942,-4.826,0.0951,0.000213,0.11,0.325,False
20438,YUNGBLUD,love song,240206,2,9,177.323,0.292,0.522,-5.526,0.0364,0.206,0.116,0.388,False
20439,Rush,The Spirit Of Radio,592933,1,4,135.811,0.365,0.924,-7.066,0.0488,0.0144,0.423,0.632,False
20440,Gary Clark Jr.,I Walk Alone,224107,1,4,157.862,0.288,0.875,-3.772,0.0774,0.116,0.483,0.643,False
20441,BROODS,Evergreen,267460,1,2,145.004,0.463,0.636,-7.976,0.0443,0.0192,0.0748,0.1,False
20442,Chase Holfelder,Animal,223097,2,7,114.72,0.385,0.377,-7.34,0.0388,0.0997,0.155,0.398,False
20443,Duffy,Mercy - Acoustic Version,213819,2,0,122.667,0.823,0.336,-7.621,0.0932,0.145,0.119,0.551,False
20444,Virginia To Vegas,We Are Stars,232786,1,11,100.036,0.642,0.664,-6.864,0.0329,0.26,0.13,0.356,False
20445,Red Velvet,Fool,233540,3,1,177.941,0.634,0.699,-3.898,0.109,0.527,0.0673,0.774,False
20446,Charles Mingus,Moanin',482960,1,5,110.951,0.488,0.476,-10.316,0.0497,0.438,0.11,0.583,False
20447,N.W.A.,Niggaz 4 Life,67709,1,10,93.113,0.809,0.858,-6.089,0.246,0.0633,0.565,0.528,False
20448,X Lovers,Mad World,142213,1,2,113.036,0.854,0.505,-4.13,0.107,0.064,0.256,0.551,False
20449,Cigarettes After Sex,Affection,311000,1,7,89.839,0.415,0.425,-11.232,0.025,0.497,0.105,0.248,False
20450,Conception,Roll the Fire 2.0,281152,1,1,130.064,0.552,0.891,-5.188,0.0565,0.00114,0.0482,0.228,False
20451,Hepcat,Comin' On Strong,415359,1,0,102.041,0.839,0.503,-8.717,0.151,0.0206,0.0575,0.932,False
20452,Felix Snow,Evening Buffalo,156342,2,10,87.457,0.647,0.618,-7.102,0.0597,0.636,0.114,0.228,False
20453,Free,All Right Now,10010,1,2,120.059,0.787,0.472,-12.824,0.0832,0.221,0.153,0.824,False
20454,Caligula's Horse,The City Has No Empathy (Your Sentimental Lie),370146,1,2,161.962,0.424,0.895,-5.095,0.0929,0.0207,0.0877,0.347,False
20455,VERIDIA,Ghosts,207160,1,11,138.085,0.559,0.642,-6.572,0.03,0.00357,0.0978,0.188,False
20456,Transviolet,Don't Say You Love Me,190908,1,0,116.028,0.761,0.595,-6.385,0.102,0.142,0.493,0.904,False
20457,Ocean Grove,SEX DOPE GOLD,177268,1,1,110.048,0.436,0.854,-5.257,0.0581,8.23e-05,0.21,0.455,False
20458,Saro,Eyelids,238055,1,6,107.953,0.62,0.684,-7.944,0.0393,0.369,0.101,0.21,False
20459,Susan,Caledonia,6663,1,5,98.778,0.405,0.298,-11.301,0.031,0.907,0.149,0.385,False
20460,ElMari.,Tuesday,168711,1,10,90.99,0.689,0.102,-13.739,0.129,0.578,0.237,0.318,False
20461,Ruel,Don't Tell Me,242261,1,4,77.496,0.568,0.333,-9.104,0.034,0.568,0.371,0.123,False
20462,Mary Glenn,Lullaby,272788,1,3,67.882,0.512,0.0155,-21.223,0.0441,0.983,0.294,0.196,False
20463,Garbage,#1 Crush - Nellee Hooper Mix,290506,1,5,94.199,0.643,0.63,-7.163,0.0236,0.000105,0.331,0.488,False
20464,Marshmello,Here With Me,135312,1,5,99.961,0.791,0.565,-3.933,0.0439,0.0623,0.156,0.181,False
20465,Mudhoney,Suck You Dry - 2008 Remaster,154253,1,6,152.956,0.248,0.98,-7.1,0.0878,3.19e-06,0.0688,0.513,False
20466,t.A.T.u.,All The Things She Said - Original Album Version (Edited),214253,1,5,89.978,0.613,0.841,-5.686,0.0371,0.0418,0.103,0.436,False
20467,Foo Fighters,Making A Fire,101303,1,9,91.111,0.506,0.946,-4.173,0.0652,2.21e-05,0.0528,0.651,False
20468,Jeremy Zucker,not ur friend,174520,1,4,68.965,0.801,0.272,-10.564,0.415,0.302,0.407,0.648,False
20469,A Perfect Circle,Let's Have a War (Live),218748,1,1,154.874,0.42,0.959,-5.755,0.058,0.000786,0.875,0.147,False
20470,Cast of Zoey’s Extraordinary Playlist,I Want To Break Free,84166,1,7,107.947,0.725,0.529,-6.093,0.0343,0.00764,0.2,0.59,False
20471,Dresses,Sun Shy (Acoustic),186920,3,2,109.044,0.779,0.44,-6.091,0.0507,0.662,0.354,0.739,False
20472,The Black Keys,Girl Is on My Mind,208173,1,1,112.074,0.471,0.836,-6.516,0.12,0.543,0.121,0.38,False
20473,Poppy,Air People,214000,1,7,94.244,0.114,0.0534,-23.997,0.036,0.875,0.11,0.0333,False
20474,Digital Underground,The Humpty Dance,260184,1,10,103.508,0.813,0.693,-8.0,0.266,0.0341,0.121,0.618,False
20475,The Rasmus,No Fear,247560,1,8,117.949,0.595,0.793,-6.68,0.0319,0.0135,0.356,0.412,False
20476,VOLA,Straight Lines,262760,5,6,74.513,0.132,0.951,-7.017,0.0732,0.000122,0.0921,0.211,False
20477,Jonathan Richman & The Modern Lovers,Egyptian Reggae,157040,2,9,103.941,0.765,0.4,-11.815,0.0516,0.26,0.141,0.596,False
20478,Nick Cave & Warren Ellis,Meth House,2820,2,10,109.859,0.418,0.765,-10.626,0.0395,0.633,0.101,0.0369,False
20479,Rauelsson,Wave In,226875,2,0,111.543,0.295,0.217,-26.275,0.0526,0.943,0.619,0.0669,False
20480,The Pineapple Thief,So We Row,496866,1,9,149.985,0.648,0.746,-8.713,0.052,0.0222,0.144,0.408,False
20481,Rivals,Dangerous,195087,5,1,170.936,0.431,0.882,-4.522,0.0436,0.00323,0.0875,0.35,False
20482,Being As An Ocean,Tragedy,251680,1,2,163.893,0.464,0.707,-5.171,0.0425,0.13,0.141,0.2,False
20483,Troy,You Are the Music in Me,207866,2,5,101.978,0.38,0.766,-4.518,0.065,0.441,0.0991,0.477,False
20484,Juan V,Oerwoud,30218,1,11,128.019,0.512,0.946,-6.597,0.0628,0.000724,0.0635,0.837,False
20485,girl in red,I'll Call You Mine - Spotify Singles,146726,2,4,119.964,0.653,0.282,-16.391,0.0358,0.897,0.372,0.192,False
20486,Julia Jacklin,Cold Caller,237015,1,9,112.299,0.466,0.423,-9.09,0.0257,0.018,0.126,0.297,False
20487,The Red Jumpsuit Apparatus,Land Down Under,207272,1,11,109.993,0.513,0.964,-5.791,0.0434,2.25e-05,0.118,0.524,False
20488,Nova Twins,Hit Girl,163986,2,3,144.168,0.525,0.874,-3.641,0.12,0.00127,0.104,0.587,False
20489,Papercut Massacre,Lose My Life,215093,2,7,115.004,0.518,0.951,-6.206,0.0957,0.00216,0.222,0.339,False
20490,Flo Rida,Wild Ones (feat. Sia),232946,1,5,127.075,0.608,0.86,-5.324,0.0554,0.0991,0.262,0.437,False
20491,Haux,Arrows,149573,2,10,179.054,0.329,0.145,-19.674,0.0378,0.923,0.11,0.181,False
20492,Pentatonix,Happy Now,206135,1,11,95.98,0.659,0.689,-6.649,0.0503,0.0537,0.0904,0.579,False
20493,Camille and Kennerly,The Sound of Silence,92905,1,5,101.429,0.419,0.244,-13.634,0.0391,0.962,0.147,0.114,False
20494,Lana Del Rey,Fucked My Way Up To The Top,212226,1,5,129.839,0.52,0.69,-5.919,0.0554,0.601,0.137,0.182,False
20495,Tei Shi,Say You Do,232684,1,0,101.031,0.721,0.574,-7.604,0.0385,0.147,0.0732,0.256,False
20496,ZAYN,Good Years,180120,2,2,96.965,0.639,0.411,-5.979,0.042,0.55,0.141,0.158,False
20497,Awake At Last,DEAD TO ME,220933,2,11,177.186,0.332,0.944,-8.002,0.0547,8.23e-05,0.271,0.742,False
20498,Alcest,Autre temps,700592,3,1,127.342,0.24,0.548,-8.378,0.0324,0.00609,0.0941,0.127,False
20499,Billy Currington,Do I Make You Wanna,234306,1,9,90.012,0.553,0.747,-5.432,0.0279,0.106,0.154,0.521,False
20500,Jason Chen,Girls Like You,228480,1,0,124.941,0.756,0.483,-7.935,0.0906,0.367,0.0921,0.404,False
20501,Brye,LEMONS,232844,1,4,158.863,0.624,0.344,-10.819,0.343,0.673,0.267,0.595,False
20502,Parachute,Had It All,216853,1,7,79.952,0.606,0.54,-6.271,0.0339,0.182,0.144,0.249,False
20503,Gardiner Sisters,Only Hope,61857,3,8,110.058,0.372,0.283,-8.671,0.0286,0.87,0.109,0.14,False
20504,Flaw,Only The Strong,259200,1,9,83.229,0.24,0.786,-7.084,0.0847,5.51e-05,0.206,0.381,False
20505,Cage The Elephant,Ready To Let Go,4700,2,1,100.96,0.72,0.893,-3.279,0.0376,0.0109,0.0729,0.795,False
20506,Theory of a Deadman,World Keeps Spinning,214604,3,11,75.015,0.552,0.835,-4.848,0.0384,0.0392,0.0989,0.335,False
20507,Our Last Night,I Don't Care,225109,3,4,101.955,0.544,0.949,-4.675,0.0441,2.16e-05,0.0827,0.548,False
20508,OSI,Once,398120,1,10,165.984,0.519,0.776,-7.441,0.0402,0.285,0.0664,0.153,False
20509,Lana Del Rey,Guns And Roses,270640,1,8,108.928,0.533,0.666,-8.957,0.0448,0.3,0.115,0.343,False
20510,Bliss n Eso,Moments (feat. Gavin James),237613,2,8,82.141,0.669,0.723,-7.181,0.298,0.377,0.0994,0.312,False
20511,That Handsome Devil,Rob The Prez-O-Dent,17988,1,0,199.383,0.359,0.921,-5.376,0.433,0.298,0.293,0.609,False
20512,Chris Brown,Don't Check On Me (feat. Justin Bieber & Ink),204880,1,7,82.028,0.661,0.395,-5.242,0.0333,0.873,0.112,0.679,False
20513,Tom Grennan,Oh Please - APRE Remix,216040,1,11,80.88,0.604,0.733,-9.431,0.085,0.336,0.14,0.755,False
20514,Rauw Alejandro,Fantasias,199711,1,1,94.004,0.879,0.703,-4.219,0.0701,0.143,0.0569,0.788,False
